id,heroName,heroLocation,heroSinceDate,heroImageURL,featureFlag,superpower,category,heroCountry,heroRegion,heroSince,status,heroSuperpower
community-heroes#cosmin-sanda,Cosmin Sanda,"Copenhagen, Denmark",Hero from 2020 - 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/cosmin-sanda.a1a4d9992f5c1fd4a10addbe47552bd5f198563f.png,,Meetup Organizer,AWS Machine Learning Hero,Denmark,"Europe, Middle East, & Africa",2020,Former Heroes,"Meetup Organizer, Open Source Contributor, Blogger"
community-heroes#cosmin-sanda,Cosmin Sanda,"Copenhagen, Denmark",Hero from 2020 - 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/cosmin-sanda.a1a4d9992f5c1fd4a10addbe47552bd5f198563f.png,,Open Source Contributor,AWS Machine Learning Hero,Denmark,"Europe, Middle East, & Africa",2020,Former Heroes,"Meetup Organizer, Open Source Contributor, Blogger"
community-heroes#cosmin-sanda,Cosmin Sanda,"Copenhagen, Denmark",Hero from 2020 - 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/cosmin-sanda.a1a4d9992f5c1fd4a10addbe47552bd5f198563f.png,,Blogger,AWS Machine Learning Hero,Denmark,"Europe, Middle East, & Africa",2020,Former Heroes,"Meetup Organizer, Open Source Contributor, Blogger"
community-heroes#cyril-bandolo,Cyril Bandolo,"Douala, Cameroon",Hero since 2022,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/nov/Cyril_Headshot%20100.b761c52f87aa01cec037da934172f7208ff8e65c.png,,Conference Speaker,AWS Machine Learning Hero,Cameroon,"Europe, Middle East, & Africa",2022,Current Heros,"Conference Speaker, Blogger"
community-heroes#cyril-bandolo,Cyril Bandolo,"Douala, Cameroon",Hero since 2022,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/nov/Cyril_Headshot%20100.b761c52f87aa01cec037da934172f7208ff8e65c.png,,Blogger,AWS Machine Learning Hero,Cameroon,"Europe, Middle East, & Africa",2022,Current Heros,"Conference Speaker, Blogger"
community-heroes#cyrus-wong,Cyrus Wong,Hong Kong,Hero since 2016,https://d1.awsstatic.com/Developer%20Marketing/developer-center/cyrusw-headshotcircle-100px.a8668ad209bed9f0897a4ddea324f9bfcb3e3fa4.png,,Trainer / Educator,AWS Machine Learning Hero,Hong Kong,"Europe, Middle East, & Africa",2016,Current Heros,"Trainer / Educator, Conference Speaker, Blogger, Open Source Contributor"
community-heroes#cyrus-wong,Cyrus Wong,Hong Kong,Hero since 2016,https://d1.awsstatic.com/Developer%20Marketing/developer-center/cyrusw-headshotcircle-100px.a8668ad209bed9f0897a4ddea324f9bfcb3e3fa4.png,,Conference Speaker,AWS Machine Learning Hero,Hong Kong,"Europe, Middle East, & Africa",2016,Current Heros,"Trainer / Educator, Conference Speaker, Blogger, Open Source Contributor"
community-heroes#cyrus-wong,Cyrus Wong,Hong Kong,Hero since 2016,https://d1.awsstatic.com/Developer%20Marketing/developer-center/cyrusw-headshotcircle-100px.a8668ad209bed9f0897a4ddea324f9bfcb3e3fa4.png,,Blogger,AWS Machine Learning Hero,Hong Kong,"Europe, Middle East, & Africa",2016,Current Heros,"Trainer / Educator, Conference Speaker, Blogger, Open Source Contributor"
community-heroes#cyrus-wong,Cyrus Wong,Hong Kong,Hero since 2016,https://d1.awsstatic.com/Developer%20Marketing/developer-center/cyrusw-headshotcircle-100px.a8668ad209bed9f0897a4ddea324f9bfcb3e3fa4.png,,Open Source Contributor,AWS Machine Learning Hero,Hong Kong,"Europe, Middle East, & Africa",2016,Current Heros,"Trainer / Educator, Conference Speaker, Blogger, Open Source Contributor"
community-heroes#damian-olguin,Damian Olguin,"Cordoba, Argentina",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/damian-olguin.53d0af743bfa10707413b9b37445097a551a6da9.png,,Conference Speaker,AWS Community Hero,Argentina,Latin America,2020,Current Heros,"Conference Speaker, Meetup Organizer, Blogger"
community-heroes#damian-olguin,Damian Olguin,"Cordoba, Argentina",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/damian-olguin.53d0af743bfa10707413b9b37445097a551a6da9.png,,Meetup Organizer,AWS Community Hero,Argentina,Latin America,2020,Current Heros,"Conference Speaker, Meetup Organizer, Blogger"
community-heroes#damian-olguin,Damian Olguin,"Cordoba, Argentina",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/damian-olguin.53d0af743bfa10707413b9b37445097a551a6da9.png,,Blogger,AWS Community Hero,Argentina,Latin America,2020,Current Heros,"Conference Speaker, Meetup Organizer, Blogger"
community-heroes#daniel-aniszkiewicz,Daniel Aniszkiewicz,"Wrocław, Poland",Hero since 2024,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/Daniel%20Aniszkiewicz-100.98ee9f321d9cc498d8e584f7f583e80c4e8f01a0.png,,Blogger,AWS Security Hero,Poland,"Europe, Middle East, & Africa",2024,Current Heros,"Blogger, Technical Author"
community-heroes#daniel-aniszkiewicz,Daniel Aniszkiewicz,"Wrocław, Poland",Hero since 2024,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/Daniel%20Aniszkiewicz-100.98ee9f321d9cc498d8e584f7f583e80c4e8f01a0.png,,Technical Author,AWS Security Hero,Poland,"Europe, Middle East, & Africa",2024,Current Heros,"Blogger, Technical Author"
community-heroes#daniel-rankov,Daniel Rankov,"Sofia, Bulgaria",Hero since 2021,https://d1.awsstatic.com/Developer%20Marketing/developer-center/daniel-rankov.1487dd7ef45401dc08d7482d5b55318ec64cd926.png,,Meetup Organizer,AWS Community Hero,Bulgaria,"Europe, Middle East, & Africa",2021,Current Heros,"Meetup Organizer, Open Source Contributor, Blogger"
community-heroes#daniel-rankov,Daniel Rankov,"Sofia, Bulgaria",Hero since 2021,https://d1.awsstatic.com/Developer%20Marketing/developer-center/daniel-rankov.1487dd7ef45401dc08d7482d5b55318ec64cd926.png,,Open Source Contributor,AWS Community Hero,Bulgaria,"Europe, Middle East, & Africa",2021,Current Heros,"Meetup Organizer, Open Source Contributor, Blogger"
community-heroes#daniel-rankov,Daniel Rankov,"Sofia, Bulgaria",Hero since 2021,https://d1.awsstatic.com/Developer%20Marketing/developer-center/daniel-rankov.1487dd7ef45401dc08d7482d5b55318ec64cd926.png,,Blogger,AWS Community Hero,Bulgaria,"Europe, Middle East, & Africa",2021,Current Heros,"Meetup Organizer, Open Source Contributor, Blogger"
community-heroes#danielle-heberling,Danielle Heberling,"Hillsboro, USA",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/danielle-heberling-modified.44a3833df55fcfcc7cc804672562c909bc4ab3aa.png,,Trainer / Educator,AWS Serverless Hero,United States,North America,2023,Current Heros,Trainer / Educator
community-heroes#dave-stauffacher,Dave Stauffacher,"Milwaukee, USA",Hero since 2019,https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/davestauffacher-headshotcircle-100px.cacaee64f3965348ad13f2077ab81a79edeed7c3.png,,Conference Speaker,AWS Community Hero,United States,North America,2019,Current Heros,"Conference Speaker, Blogger"
community-heroes#dave-stauffacher,Dave Stauffacher,"Milwaukee, USA",Hero since 2019,https://d1.awsstatic.com/Developer%20Marketing/Community%20Heroes/davestauffacher-headshotcircle-100px.cacaee64f3965348ad13f2077ab81a79edeed7c3.png,,Blogger,AWS Community Hero,United States,North America,2019,Current Heros,"Conference Speaker, Blogger"
community-heroes#denis-astahov,Denis Astahov,"Vancouver, Canada",Hero since 2021,https://d1.awsstatic.com/user-groups/IMG_7757-circled.803e555f31a2426470917e72420052d7cac21832.png,,Trainer / Educator,AWS Community Hero,Canada,North America,2021,Current Heros,"Trainer / Educator, Technical Author"
community-heroes#denis-astahov,Denis Astahov,"Vancouver, Canada",Hero since 2021,https://d1.awsstatic.com/user-groups/IMG_7757-circled.803e555f31a2426470917e72420052d7cac21832.png,,Technical Author,AWS Community Hero,Canada,North America,2021,Current Heros,"Trainer / Educator, Technical Author"
community-heroes#denis-bauer,Denis Bauer,"Adelaide, Australia",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/denis-bauer.264717c5ed2a0c367155dcadbe38172be20e6467.png,,Conference Speaker,AWS Data Hero,Australia,Asia Pacific,2020,Current Heros,"Conference Speaker, Technical Author, Open Source Contributor"
community-heroes#denis-bauer,Denis Bauer,"Adelaide, Australia",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/denis-bauer.264717c5ed2a0c367155dcadbe38172be20e6467.png,,Technical Author,AWS Data Hero,Australia,Asia Pacific,2020,Current Heros,"Conference Speaker, Technical Author, Open Source Contributor"
community-heroes#denis-bauer,Denis Bauer,"Adelaide, Australia",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/denis-bauer.264717c5ed2a0c367155dcadbe38172be20e6467.png,,Open Source Contributor,AWS Data Hero,Australia,Asia Pacific,2020,Current Heros,"Conference Speaker, Technical Author, Open Source Contributor"
community-heroes#dhaval-nagar,Dhaval Nagar,"Surat, India",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dhaval-nagar.b5b24a60dd8a59e405b329d2b39900ad4af16deb.png,,Trainer / Educator,AWS Serverless Hero,India,Asia Pacific,2020,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dhaval-nagar,Dhaval Nagar,"Surat, India",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dhaval-nagar.b5b24a60dd8a59e405b329d2b39900ad4af16deb.png,,Conference Speaker,AWS Serverless Hero,India,Asia Pacific,2020,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dhaval-nagar,Dhaval Nagar,"Surat, India",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dhaval-nagar.b5b24a60dd8a59e405b329d2b39900ad4af16deb.png,,Meetup Organizer,AWS Serverless Hero,India,Asia Pacific,2020,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dhaval-nagar,Dhaval Nagar,"Surat, India",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dhaval-nagar.b5b24a60dd8a59e405b329d2b39900ad4af16deb.png,,Blogger,AWS Serverless Hero,India,Asia Pacific,2020,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dheeraj-choudhary,Dheeraj Choudhary,"Maharashtra, India",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Dheeraj%20Choudhary_100.23fbaab0bf1166abb918ded6056e23651f463f1f.png,,Open Source Contributor,AWS Community Hero,India,Asia Pacific,2023,Current Heros,"Open Source Contributor, Technical Author, Blogger"
community-heroes#dheeraj-choudhary,Dheeraj Choudhary,"Maharashtra, India",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Dheeraj%20Choudhary_100.23fbaab0bf1166abb918ded6056e23651f463f1f.png,,Technical Author,AWS Community Hero,India,Asia Pacific,2023,Current Heros,"Open Source Contributor, Technical Author, Blogger"
community-heroes#dheeraj-choudhary,Dheeraj Choudhary,"Maharashtra, India",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Dheeraj%20Choudhary_100.23fbaab0bf1166abb918ded6056e23651f463f1f.png,,Blogger,AWS Community Hero,India,Asia Pacific,2023,Current Heros,"Open Source Contributor, Technical Author, Blogger"
community-heroes#dijeesh-padinharethi,Dijeesh Padinharethil,"Kochi, India",Hero since 2021,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dijeesh-padinharethi.102826c6555af5e8bf80351e129a65ebdc6454e1.png,,Conference Speaker,AWS Container Hero,India,Asia Pacific,2021,Current Heros,"Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dijeesh-padinharethi,Dijeesh Padinharethil,"Kochi, India",Hero since 2021,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dijeesh-padinharethi.102826c6555af5e8bf80351e129a65ebdc6454e1.png,,Meetup Organizer,AWS Container Hero,India,Asia Pacific,2021,Current Heros,"Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dijeesh-padinharethi,Dijeesh Padinharethil,"Kochi, India",Hero since 2021,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dijeesh-padinharethi.102826c6555af5e8bf80351e129a65ebdc6454e1.png,,Blogger,AWS Container Hero,India,Asia Pacific,2021,Current Heros,"Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dipali-kulshrestha,Dipali Kulshrestha,"Delhi, India",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dipali-kulshrestha.5b2c76df5e18fdbbd7640cc95d4865e22587ce67.png,,Trainer / Educator,AWS Community Hero,India,Asia Pacific,2022,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Technical Author"
community-heroes#dipali-kulshrestha,Dipali Kulshrestha,"Delhi, India",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dipali-kulshrestha.5b2c76df5e18fdbbd7640cc95d4865e22587ce67.png,,Conference Speaker,AWS Community Hero,India,Asia Pacific,2022,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Technical Author"
community-heroes#dipali-kulshrestha,Dipali Kulshrestha,"Delhi, India",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dipali-kulshrestha.5b2c76df5e18fdbbd7640cc95d4865e22587ce67.png,,Meetup Organizer,AWS Community Hero,India,Asia Pacific,2022,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Technical Author"
community-heroes#dipali-kulshrestha,Dipali Kulshrestha,"Delhi, India",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dipali-kulshrestha.5b2c76df5e18fdbbd7640cc95d4865e22587ce67.png,,Blogger,AWS Community Hero,India,Asia Pacific,2022,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Technical Author"
community-heroes#dipali-kulshrestha,Dipali Kulshrestha,"Delhi, India",Hero since 2022,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dipali-kulshrestha.5b2c76df5e18fdbbd7640cc95d4865e22587ce67.png,,Technical Author,AWS Community Hero,India,Asia Pacific,2022,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger, Technical Author"
community-heroes#dominik-grzywaczewski,Dominik Grzywaczewski,"Lublin, Poland",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/dominik_grzywaczewski-modified.267c3f9b66946561f25e90e5e3f73acf38185526.png,,Meetup Organizer,AWS Community Hero,Poland,"Europe, Middle East, & Africa",2023,Current Heros,"Meetup Organizer, Open Source Contributor"
community-heroes#dominik-grzywaczewski,Dominik Grzywaczewski,"Lublin, Poland",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/2023/june-2023/dominik_grzywaczewski-modified.267c3f9b66946561f25e90e5e3f73acf38185526.png,,Open Source Contributor,AWS Community Hero,Poland,"Europe, Middle East, & Africa",2023,Current Heros,"Meetup Organizer, Open Source Contributor"
community-heroes#drew-firment,Drew Firment,"Richmond, USA",Hero since 2017,https://d1.awsstatic.com/Developer%20Marketing/developer-center/drewfi-headshotcircle-100px.4106bb5146f21e2e00d797a88b87e299857100f2.png,,Trainer / Educator,AWS Community Hero,United States,North America,2017,Current Heros,"Trainer / Educator, Conference Speaker, Blogger"
community-heroes#drew-firment,Drew Firment,"Richmond, USA",Hero since 2017,https://d1.awsstatic.com/Developer%20Marketing/developer-center/drewfi-headshotcircle-100px.4106bb5146f21e2e00d797a88b87e299857100f2.png,,Conference Speaker,AWS Community Hero,United States,North America,2017,Current Heros,"Trainer / Educator, Conference Speaker, Blogger"
community-heroes#drew-firment,Drew Firment,"Richmond, USA",Hero since 2017,https://d1.awsstatic.com/Developer%20Marketing/developer-center/drewfi-headshotcircle-100px.4106bb5146f21e2e00d797a88b87e299857100f2.png,,Blogger,AWS Community Hero,United States,North America,2017,Current Heros,"Trainer / Educator, Conference Speaker, Blogger"
community-heroes#dzenan-dzevlan,Dzenan Dzevlan,"Mostar, Bosnia and Herzegovina",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dzenan-dzevlan.3bc5fd7c9c9a29eecf4f7b869e05e9ef5c247396.png,,Trainer / Educator,AWS Community Hero,Bosnia & Herzegovina,"Europe, Middle East, & Africa",2020,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dzenan-dzevlan,Dzenan Dzevlan,"Mostar, Bosnia and Herzegovina",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dzenan-dzevlan.3bc5fd7c9c9a29eecf4f7b869e05e9ef5c247396.png,,Conference Speaker,AWS Community Hero,Bosnia & Herzegovina,"Europe, Middle East, & Africa",2020,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dzenan-dzevlan,Dzenan Dzevlan,"Mostar, Bosnia and Herzegovina",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dzenan-dzevlan.3bc5fd7c9c9a29eecf4f7b869e05e9ef5c247396.png,,Meetup Organizer,AWS Community Hero,Bosnia & Herzegovina,"Europe, Middle East, & Africa",2020,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dzenan-dzevlan,Dzenan Dzevlan,"Mostar, Bosnia and Herzegovina",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/dzenan-dzevlan.3bc5fd7c9c9a29eecf4f7b869e05e9ef5c247396.png,,Blogger,AWS Community Hero,Bosnia & Herzegovina,"Europe, Middle East, & Africa",2020,Current Heros,"Trainer / Educator, Conference Speaker, Meetup Organizer, Blogger"
community-heroes#dzenana-dzevlan,Dzenana Dzevlan,"Sarajevo, Bosnia and Herzegovina",Hero since 2024,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/dzenana_dzevlan_new_picture-100.4c8cdbf61711a2107839cfd8b03203927bd88b1a.png,,Blogger,AWS Community Hero,Bosnia & Herzegovina,"Europe, Middle East, & Africa",2024,Current Heros,"Blogger, Meetup Organizer, Trainer / Educator, Conference Speaker"
community-heroes#dzenana-dzevlan,Dzenana Dzevlan,"Sarajevo, Bosnia and Herzegovina",Hero since 2024,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/dzenana_dzevlan_new_picture-100.4c8cdbf61711a2107839cfd8b03203927bd88b1a.png,,Meetup Organizer,AWS Community Hero,Bosnia & Herzegovina,"Europe, Middle East, & Africa",2024,Current Heros,"Blogger, Meetup Organizer, Trainer / Educator, Conference Speaker"
community-heroes#dzenana-dzevlan,Dzenana Dzevlan,"Sarajevo, Bosnia and Herzegovina",Hero since 2024,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/dzenana_dzevlan_new_picture-100.4c8cdbf61711a2107839cfd8b03203927bd88b1a.png,,Trainer / Educator,AWS Community Hero,Bosnia & Herzegovina,"Europe, Middle East, & Africa",2024,Current Heros,"Blogger, Meetup Organizer, Trainer / Educator, Conference Speaker"
community-heroes#dzenana-dzevlan,Dzenana Dzevlan,"Sarajevo, Bosnia and Herzegovina",Hero since 2024,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/dzenana_dzevlan_new_picture-100.4c8cdbf61711a2107839cfd8b03203927bd88b1a.png,,Conference Speaker,AWS Community Hero,Bosnia & Herzegovina,"Europe, Middle East, & Africa",2024,Current Heros,"Blogger, Meetup Organizer, Trainer / Educator, Conference Speaker"
community-heroes#ed-miller,Ed Miller,"San Jose, USA",Hero since 2022,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/ed_miller-modified.c46e81090dbd66dd1620f1d08dffc39e5bac5427.png,,Technical Author,AWS Machine Learning Hero,United States,North America,2022,Current Heros,"Technical Author, Open Source Contributor"
community-heroes#ed-miller,Ed Miller,"San Jose, USA",Hero since 2022,https://d1.awsstatic.com/getting-started-guides/new-heros-nov-2022/ed_miller-modified.c46e81090dbd66dd1620f1d08dffc39e5bac5427.png,,Open Source Contributor,AWS Machine Learning Hero,United States,North America,2022,Current Heros,"Technical Author, Open Source Contributor"
community-heroes#efi-merdler-kravitz,Efi Merdler-Kravitz,"Tel Aviv, Israel",Hero since 2020,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/may-2024/Efi%20Merdler-Kravitz-100.b78b65f4dabb9f355c5f522f5d016eceb097dd87.png,,Open Source Contributor,AWS Serverless Hero,Israel,"Europe, Middle East, & Africa",2020,Current Heros,"Open Source Contributor, Trainer / Educator, Technical Author"
community-heroes#efi-merdler-kravitz,Efi Merdler-Kravitz,"Tel Aviv, Israel",Hero since 2020,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/may-2024/Efi%20Merdler-Kravitz-100.b78b65f4dabb9f355c5f522f5d016eceb097dd87.png,,Trainer / Educator,AWS Serverless Hero,Israel,"Europe, Middle East, & Africa",2020,Current Heros,"Open Source Contributor, Trainer / Educator, Technical Author"
community-heroes#efi-merdler-kravitz,Efi Merdler-Kravitz,"Tel Aviv, Israel",Hero since 2020,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/may-2024/Efi%20Merdler-Kravitz-100.b78b65f4dabb9f355c5f522f5d016eceb097dd87.png,,Technical Author,AWS Serverless Hero,Israel,"Europe, Middle East, & Africa",2020,Current Heros,"Open Source Contributor, Trainer / Educator, Technical Author"
community-heroes#elliot-cordo,Elliott Cordo,"Berkeley Heights, USA",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/elliott-cordo.058f5552c34e5c41912c9621699d013aeaebe399.png,,Trainer / Educator,AWS Data Hero,United States,North America,2020,Current Heros,"Trainer / Educator, Conference Speaker, Technical Author, Blogger"
community-heroes#elliot-cordo,Elliott Cordo,"Berkeley Heights, USA",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/elliott-cordo.058f5552c34e5c41912c9621699d013aeaebe399.png,,Conference Speaker,AWS Data Hero,United States,North America,2020,Current Heros,"Trainer / Educator, Conference Speaker, Technical Author, Blogger"
community-heroes#elliot-cordo,Elliott Cordo,"Berkeley Heights, USA",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/elliott-cordo.058f5552c34e5c41912c9621699d013aeaebe399.png,,Technical Author,AWS Data Hero,United States,North America,2020,Current Heros,"Trainer / Educator, Conference Speaker, Technical Author, Blogger"
community-heroes#elliot-cordo,Elliott Cordo,"Berkeley Heights, USA",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/elliott-cordo.058f5552c34e5c41912c9621699d013aeaebe399.png,,Blogger,AWS Data Hero,United States,North America,2020,Current Heros,"Trainer / Educator, Conference Speaker, Technical Author, Blogger"
community-heroes#emin-alemdar,Emin Alemdar,"Izmir, Turkey",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/Emin-Alemdar-100.c5cf5171c09246f9ad35c05afdd031076cf36990.png,,Open Source Contributor,AWS Container Hero,Turkey,"Europe, Middle East, & Africa",2023,Current Heros,Open Source Contributor
community-heroes#emrah-samdan,Emrah Şamdan,"Ankara, Turkey",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/emrah-samdan.093995ad86b7810ff09ea1cb9dbfafc79e002fe8.png,,Conference Speaker,AWS Serverless Hero,Turkey,"Europe, Middle East, & Africa",2020,Current Heros,"Conference Speaker, Blogger, Technical Author"
community-heroes#emrah-samdan,Emrah Şamdan,"Ankara, Turkey",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/emrah-samdan.093995ad86b7810ff09ea1cb9dbfafc79e002fe8.png,,Blogger,AWS Serverless Hero,Turkey,"Europe, Middle East, & Africa",2020,Current Heros,"Conference Speaker, Blogger, Technical Author"
community-heroes#emrah-samdan,Emrah Şamdan,"Ankara, Turkey",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/emrah-samdan.093995ad86b7810ff09ea1cb9dbfafc79e002fe8.png,,Technical Author,AWS Serverless Hero,Turkey,"Europe, Middle East, & Africa",2020,Current Heros,"Conference Speaker, Blogger, Technical Author"
community-heroes#eric-hammond,Eric Hammond,"Los Angeles, USA",Hero since 2014,https://d1.awsstatic.com/getting-started-guides/New-Heroes-2024/may-2024/eric-hammond-100.4fa36fa024cadae27e3ec37f53e9628413b78cc9.png,,Blogger,AWS Serverless Hero,United States,North America,2014,Current Heros,Blogger
community-heroes#ernest-chiang,Ernest Chiang,"Taipei City, Taiwan",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/ernest-chiang.7080e163e723e58f05856cfce9207dd01b497be2.png,,Trainer / Educator,AWS Community Hero,Taiwan,Asia Pacific,2020,Current Heros,"Trainer / Educator, Conference Speaker, Technical Author"
community-heroes#ernest-chiang,Ernest Chiang,"Taipei City, Taiwan",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/ernest-chiang.7080e163e723e58f05856cfce9207dd01b497be2.png,,Conference Speaker,AWS Community Hero,Taiwan,Asia Pacific,2020,Current Heros,"Trainer / Educator, Conference Speaker, Technical Author"
community-heroes#ernest-chiang,Ernest Chiang,"Taipei City, Taiwan",Hero since 2020,https://d1.awsstatic.com/Developer%20Marketing/developer-center/ernest-chiang.7080e163e723e58f05856cfce9207dd01b497be2.png,,Technical Author,AWS Community Hero,Taiwan,Asia Pacific,2020,Current Heros,"Trainer / Educator, Conference Speaker, Technical Author"
community-heroes#evandro-pires,Evandro Pires,"Blumenau, Brazil",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Evandro%20Pires_100.608b79e2b6c39c968879619fdf6511930569d76d.png,,Trainer / Educator,AWS Serverless Hero,Brazil,Latin America,2023,Current Heros,"Trainer / Educator, Conference Speaker, Open Source Contributor, Technical Author, Blogger"
community-heroes#evandro-pires,Evandro Pires,"Blumenau, Brazil",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Evandro%20Pires_100.608b79e2b6c39c968879619fdf6511930569d76d.png,,Conference Speaker,AWS Serverless Hero,Brazil,Latin America,2023,Current Heros,"Trainer / Educator, Conference Speaker, Open Source Contributor, Technical Author, Blogger"
community-heroes#evandro-pires,Evandro Pires,"Blumenau, Brazil",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Evandro%20Pires_100.608b79e2b6c39c968879619fdf6511930569d76d.png,,Open Source Contributor,AWS Serverless Hero,Brazil,Latin America,2023,Current Heros,"Trainer / Educator, Conference Speaker, Open Source Contributor, Technical Author, Blogger"
community-heroes#evandro-pires,Evandro Pires,"Blumenau, Brazil",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Evandro%20Pires_100.608b79e2b6c39c968879619fdf6511930569d76d.png,,Technical Author,AWS Serverless Hero,Brazil,Latin America,2023,Current Heros,"Trainer / Educator, Conference Speaker, Open Source Contributor, Technical Author, Blogger"
community-heroes#evandro-pires,Evandro Pires,"Blumenau, Brazil",Hero since 2023,https://d1.awsstatic.com/getting-started-guides/new-heroes-2023/hero-sept-2023/Evandro%20Pires_100.608b79e2b6c39c968879619fdf6511930569d76d.png,,Blogger,AWS Serverless Hero,Brazil,Latin America,2023,Current Heros,"Trainer / Educator, Conference Speaker, Open Source Contributor, Technical Author, Blogger"
