ID,Country,Category,Year,Region
917bf572e7b770fbcf4d,Sri Lanka,Game Tech,2022,Asia Pacific
90d6729108ee7305b100,Kenya,Containers,2022,"Europe, Middle East, & Africa"
ba06542bdb73c6428d55,Japan,Security,2023,Asia Pacific
c4af431fa4f329a741b6,India,Machine Learning,2023,Asia Pacific
1aaccb2c0c7b41ebbaac,Nigeria,Serverless,2022,"Europe, Middle East, & Africa"
1e635ec237a6fbb64b14,Nigeria,Serverless,2023,"Europe, Middle East, & Africa"
28c94e7bd5be794452ad,Nigeria,Security,2023,"Europe, Middle East, & Africa"
6ebca1ae1d103fbccae8,United Kingdom,Cloud Operations,2024,"Europe, Middle East, & Africa"
f2b01cab2faac2a8c591,Nigeria,Dev Tools,2022,"Europe, Middle East, & Africa"
cd4d76bbd0eb4d459ceb,Sri Lanka,Serverless,2023,Asia Pacific
5d829ad7e52932f8c73f,Nigeria,Front-End Web & Mobile,2021,"Europe, Middle East, & Africa"
b0f8347ae74858205113,Canada,Data,2022,North America
407c21a3d11176d007d8,India,Serverless,2023,Asia Pacific
219eed9d9a1b9a7de526,Germany,Serverless,2023,"Europe, Middle East, & Africa"
b6f73105290c22b3863d,United Kingdom,Security,2023,"Europe, Middle East, & Africa"
ffa759a3b20a6f422c2e,United States,Serverless,2024,North America
586005a1d55b35e876a0,Australia,Network Content & Delivery,2023,Asia Pacific
5c06bf78d902f9847e34,United States,Serverless,2020,North America
ea75521970b67805b52d,United Kingdom,Dev Tools,2023,"Europe, Middle East, & Africa"
04646c96edef10362e4c,Germany,Serverless,2021,"Europe, Middle East, & Africa"
21d7a2d317acd3942b5f,Peru,Security,2021,Latin America
e6e456c11dbb20cee244,Cameroon,Security,2023,"Europe, Middle East, & Africa"
4ff3d17e9f1163225936,Peru,Security,2020,Latin America
5435e06295bfabf82e8d,Australia,Dev Tools,2024,Asia Pacific
bc9fc02a1fd22514210d,United States,Front-End Web & Mobile,2020,North America
731e915452766385aeb4,United States,Security,2024,North America
7bf9618bc7914c8d5f70,France,Security,2024,"Europe, Middle East, & Africa"
7d29208b79821cd5b0a6,Switzerland,Security,2022,"Europe, Middle East, & Africa"
de0c2362bf3c07b7b148,Kenya,Data,2022,"Europe, Middle East, & Africa"
e2cb5a88e2488a582265,Taiwan,Containers,2022,Asia Pacific
ca956e0fe0ec2bbc02fd,Brazil,Storage,2021,Latin America
2ffc0778ca7306d38f4f,Italy,Dev Tools,2023,"Europe, Middle East, & Africa"
c2e7d36219703a131f60,Brazil,Network Content & Delivery,2024,Latin America
34716825684251b61bfc,Brazil,Storage,2022,Latin America
497f039bda2d1a99f2ce,United Kingdom,Network Content & Delivery,2023,"Europe, Middle East, & Africa"
7444e6c3b4e1c25f5d77,Ireland,Containers,2021,"Europe, Middle East, & Africa"
5d5a184b72bb20086391,Kenya,Front-End Web & Mobile,2022,"Europe, Middle East, & Africa"
e0dfa07d5c3c581e7210,United Kingdom,Serverless,2023,"Europe, Middle East, & Africa"
5ea1c3dc82c412f6d39b,Kenya,Game Tech,2023,"Europe, Middle East, & Africa"
d332733402d6d2684be7,United States,Network Content & Delivery,2023,North America
42b31dc029daf8c857c2,Germany,Security,2022,"Europe, Middle East, & Africa"
0d1d04c45fb80770a352,Peru,Dev Tools,2021,Latin America
67c6a8dda21090d0ad6e,Argentina,Data,2021,Latin America
32262366c123c719283b,Colombia,Front-End Web & Mobile,2022,Latin America
85472e10d53d42f6f6f9,Colombia,Containers,2020,Latin America
f25ec171a7d12f0339ca,Australia,Serverless,2022,Asia Pacific
123b56888ccac766e5aa,Brazil,Serverless,2021,Latin America
29bbf86cfd16feea3deb,Spain,Security,2022,"Europe, Middle East, & Africa"
a69e09305246424a5bff,Ecuador,Machine Learning,2022,Latin America
f0eda92ef4278f168837,Turkey,Containers,2024,"Europe, Middle East, & Africa"
e62c30e4ae7439fa0a43,Vietnam,Security,2021,Asia Pacific
7910559c2ed9b8b06728,Mexico,Machine Learning,2023,North America
e9f8658f570e3a8aadda,Kenya,Storage,2022,"Europe, Middle East, & Africa"
52098657ad59a2052265,United Kingdom,Cloud Operations,2022,"Europe, Middle East, & Africa"
a3f4f4e8a93700313ae0,Australia,Serverless,2021,Asia Pacific
60629cf4f24a59dc1238,Japan,Cloud Operations,2024,Asia Pacific
9fc7d7b89768df919a15,United States,Dev Tools,2024,North America
f7f7d3fcb25be14783d8,United States,Security,2022,North America
d6121a8c0d37470a3b68,United States,Networking & Content Delivery,2021,North America
94a8c96a7d2e4ae6fd8b,Italy,Cloud Operations,2024,"Europe, Middle East, & Africa"
24059b2f66c3bc3e16fa,United States,Security,2022,North America
2972b5fa9881a49c0e8d,Ireland,Serverless,2021,"Europe, Middle East, & Africa"
47c159b8bebf3df291ca,Brazil,Network Content & Delivery,2024,Latin America
3ba279d0eff2cd2ed993,United Kingdom,Data,2023,"Europe, Middle East, & Africa"
2ddfc1a977d493d75359,Germany,Front-End Web & Mobile,2021,"Europe, Middle East, & Africa"
4cb066d62ffd28f424a0,United Kingdom,Data,2024,"Europe, Middle East, & Africa"
b7fc2650c1b1ff5238b1,Colombia,Machine Learning,2021,Latin America
312ff1d57f61a9a0945b,New Zealand,Dev Tools,2022,Asia Pacific
df2dfa15315f4d0211ed,Nigeria,Containers,2022,"Europe, Middle East, & Africa"
93fb073ee413f478bd5d,United Kingdom,Security,2023,"Europe, Middle East, & Africa"
8f2d565e8ddf4d1b7caa,Netherlands,Machine Learning,2020,"Europe, Middle East, & Africa"
b46d8bf9154eae41a857,Spain,Containers,2024,"Europe, Middle East, & Africa"
d1dbf32a930e4d5074bd,United States,Machine Learning,2022,North America
21f12ba39deaf859f938,Portugal,Serverless,2020,"Europe, Middle East, & Africa"
0554727bc59488d1d8fe,Kenya,Dev Tools,2022,"Europe, Middle East, & Africa"
fe4c674f8c0facaf8dc0,Spain,Security,2020,"Europe, Middle East, & Africa"
2fa484d5870c3459f8b5,Colombia,Containers,2021,Latin America
90a4092146a033947a1e,Germany,Dev Tools,2021,"Europe, Middle East, & Africa"
ed0aa12411b4412dfb42,Colombia,Cloud Operations,2021,Latin America
8b6f707332a31ed054a2,Canada,Serverless,2020,North America
6c799b56f2b21e2c286c,Colombia,Front-End Web & Mobile,2021,Latin America
1139521ebce16a22d129,Germany,Serverless,2022,"Europe, Middle East, & Africa"
2375a6cff73aeaa21e95,Switzerland,Serverless,2021,"Europe, Middle East, & Africa"
d17ac110aef9f178fa70,Brazil,Machine Learning,2022,Latin America
b383cc144aa2cc5f7cac,India,Cloud Operations,2021,Asia Pacific
34cf063fe17f4523cf99,China,Serverless,2023,Asia Pacific
72e9ac02f0eca1dd942c,United States,Network Content & Delivery,2022,North America
e115d863325e9b9b56d9,Netherlands,Serverless,2020,"Europe, Middle East, & Africa"
d225b940784c1b2c80c8,Philippines,Front-End Web & Mobile,2022,Asia Pacific
c3f7f6657f6dbee3da87,United Kingdom,Machine Learning,2020,"Europe, Middle East, & Africa"
6d1bb42470f4f2a07932,New Zealand,Serverless,2021,Asia Pacific
11f19161819c5f432ff9,United States,Dev Tools,2020,North America
23aa979b8c55d08edbb4,Poland,Machine Learning,2022,"Europe, Middle East, & Africa"
1fd17c3559e94176ace5,Spain,Containers,2024,"Europe, Middle East, & Africa"
d7ac5cb6c054c8c7dc7b,Australia,Serverless,2024,Asia Pacific
a0d150a9915956b32a87,Colombia,Dev Tools,2024,Latin America
0652fe71acc2a1117bd1,United States,Serverless,2024,North America
b4541994ed95fef28f4c,United Kingdom,Serverless,2022,"Europe, Middle East, & Africa"
e82cf984c5a65c304027,United States,Containers,2024,North America
04ee981880add7fdd64a,Canada,Cloud Operations,2020,North America
3b5c5d9c1cfb35adff7d,Nigeria,Containers,2021,"Europe, Middle East, & Africa"
904417bb44952abe61ac,United Kingdom,Network Content & Delivery,2022,"Europe, Middle East, & Africa"
325b29c14d80b8e517e4,Germany,Security,2020,"Europe, Middle East, & Africa"
67a5ef3c7c1e96b4b031,France,Front-End Web & Mobile,2023,"Europe, Middle East, & Africa"
52ce24dee1196d9544a2,Australia,Security,2022,Asia Pacific
7403a51ebab3fc56aca9,Israel,Serverless,2023,"Europe, Middle East, & Africa"
5270cd8105c1c869b6d5,Nigeria,Security,2022,"Europe, Middle East, & Africa"
dcf3337c682e1492903c,Spain,Cloud Operations,2022,"Europe, Middle East, & Africa"
0b3a6af52ca879c48d49,Mexico,Serverless,2021,North America
979810be53cf0d908dad,Spain,Containers,2021,"Europe, Middle East, & Africa"
3159d76e2eb22d2205a3,Mexico,Serverless,2022,North America
6aa7c2bc00385eac08cb,United States,Dev Tools,2021,North America
34e9459df59e1725f299,Egypt,Machine Learning,2022,"Europe, Middle East, & Africa"
1d727fe1fe589b997dce,Germany,Serverless,2022,"Europe, Middle East, & Africa"
d049b337b7660f390ae8,Philippines,Security,2023,Asia Pacific
056fd793d4b24d6a2ba2,India,Dev Tools,2021,Asia Pacific
f118b955a7584bbe1956,United Kingdom,Cloud Operations,2022,"Europe, Middle East, & Africa"
005ee49bdee7dfe0c1ad,India,Networking & Content Delivery,2021,Asia Pacific
44f18167e8e2911d6ce9,India,Networking & Content Delivery,2022,Asia Pacific
eb15b2fa3ffe525b2976,India,Storage,2021,Asia Pacific
7c52484ba546eb09af49,Germany,Front-End Web & Mobile,2022,"Europe, Middle East, & Africa"
cce1998f2aeb2171199c,United Kingdom,Network Content & Delivery,2024,"Europe, Middle East, & Africa"
f260aa84795c8146d838,Indonesia,Cloud Operations,2022,Asia Pacific
dd7d34a259681f9b038a,Panama,Game Tech,2022,North America
27c142e8f66802d7d62e,United States,Data,2023,North America
1cc6036fc3f4388cebe4,United States,Dev Tools,2023,North America
10bc272e1ceddbefad98,Nepal,Dev Tools,2022,Asia Pacific
d58016cc7085c3f13bfc,Nigeria,Front-End Web & Mobile,2023,"Europe, Middle East, & Africa"
6f0ddeab90097f147775,Australia,Containers,2023,Asia Pacific
265e24ba9b9dfc821d05,United States,Front-End Web & Mobile,2024,North America
fb3949a06411d985856a,South Africa,Networking & Content Delivery,2022,"Europe, Middle East, & Africa"
daa91aa5f5801d7a919e,Indonesia,Data,2023,Asia Pacific
f4d130cc2eb95742b384,India,Network Content & Delivery,2024,Asia Pacific
3e618e245a1233139007,India,Serverless,2021,Asia Pacific
d895ee00c935db24fe7d,India,Machine Learning,2021,Asia Pacific
6305c039c925012e5844,Peru,Dev Tools,2023,Latin America
e5805fad42da7ac49f99,Nepal,Containers,2023,Asia Pacific
04354c16ae1461a853b9,Hong Kong,Machine Learning,2023,"Europe, Middle East, & Africa"
a03a38f223ec2e1afaff,Nigeria,Dev Tools,2022,"Europe, Middle East, & Africa"
461602673cfe50f4dde3,Brazil,Cloud Operations,2021,Latin America
4def134b129b12a71a03,Spain,Network Content & Delivery,2024,"Europe, Middle East, & Africa"
28f9338fc983bad15b57,India,Containers,2023,Asia Pacific
a777225be8c680be9326,Greece,Machine Learning,2021,"Europe, Middle East, & Africa"
e60f3443281bf4457d1b,India,Cloud Operations,2023,Asia Pacific
de739609179ae48749cc,Sri Lanka,Front-End Web & Mobile,2021,Asia Pacific
baa0d27fe99250e5fcf8,Singapore,Containers,2023,Asia Pacific
9d95a6a253eba9e768e9,Nepal,Front-End Web & Mobile,2021,Asia Pacific
9a991574b4bc895be2ce,Netherlands,Cloud Operations,2023,"Europe, Middle East, & Africa"
d3e1eb88e72d81d8b7e2,United States,Data,2021,North America
47b177e2b1ba59dd76fc,Nigeria,Containers,2022,"Europe, Middle East, & Africa"
b6e31165dd1472a60b09,India,Security,2022,Asia Pacific
1fb6c6b17400f3316325,United States,Cloud Operations,2022,North America
cc4c27ba8e5dfae7ba77,India,Containers,2022,Asia Pacific
abe6668ba834cd3521b6,India,Security,2023,Asia Pacific
7cac7158fdc76c93dad9,India,Dev Tools,2023,Asia Pacific
113c9aa1c83eff1981d1,Russia,Front-End Web & Mobile,2020,"Europe, Middle East, & Africa"
447e1a04db1084e333c9,Austria,Cloud Operations,2024,"Europe, Middle East, & Africa"
73d4e6843f4c66f663bd,Tunisia,Serverless,2021,"Europe, Middle East, & Africa"
d1cfab8754824a486c53,Tunisia,Cloud Operations,2021,"Europe, Middle East, & Africa"
49a8033a04cb70c00fc7,Brazil,Containers,2022,Latin America
f6f4510eda89810ad9f5,Hong Kong,Security,2023,"Europe, Middle East, & Africa"
e33f12e6eec8b0c29160,Botswana,Data,2022,"Europe, Middle East, & Africa"
6c1f8634c02577be3dc5,United States,Data,2022,North America
cf05a3a9dbc82f55c23f,Singapore,Serverless,2022,Asia Pacific
d2a114965baf3cbbbc5f,India,Serverless,2023,Asia Pacific
21d3298c6b2886c50957,Australia,Serverless,2024,Asia Pacific
63cfb5a576557ba4c1d4,India,Machine Learning,2021,Asia Pacific
da9440ce46add2fcba29,United States,Security,2022,North America
545db830d6f6529c13a0,United States,Security,2022,North America
537a7627a0f33074a546,Indonesia,Containers,2021,Asia Pacific
8b4c3345c0c21268362f,United States,Cloud Operations,2020,North America
6250ffcbc80da73efcdc,Taiwan,Game Tech,2020,Asia Pacific
eb9be6d03a4e86f2539b,Bulgaria,Serverless,2022,"Europe, Middle East, & Africa"
cd48f947c5fb66d04104,United Kingdom,Machine Learning,2020,"Europe, Middle East, & Africa"
761fa3f2b03205d134d0,Nigeria,Data,2022,"Europe, Middle East, & Africa"
b823a98aa0aa730efa7b,Ghana,Cloud Operations,2023,"Europe, Middle East, & Africa"
4f5d869f6a028a7c2db3,Philippines,Serverless,2022,Asia Pacific
9bbcf16918f04009f3cd,Netherlands,Serverless,2021,"Europe, Middle East, & Africa"
bf1c1f0525037e539689,Hong Kong,Cloud Operations,2023,"Europe, Middle East, & Africa"
db021210dc1c374d9464,Peru,Cloud Operations,2022,Latin America
644f30354d80c19c8c13,Brazil,Containers,2022,Latin America
63c260d5d33d02c1d5b9,Brazil,Cloud Operations,2023,Latin America
07dae4b9542aed714ac7,New Zealand,Dev Tools,2023,Asia Pacific
5e3cb4b1874f71306b5c,Philippines,Front-End Web & Mobile,2021,Asia Pacific
4d9d8e731facfceccf29,Philippines,Serverless,2022,Asia Pacific
6f6eb60d77b28f1f32fc,Ghana,Cloud Operations,2021,"Europe, Middle East, & Africa"
c3dd0aad1d23d4fd011f,Netherlands,Data,2024,"Europe, Middle East, & Africa"
0caabaa93ebe3e0c2b0d,Nigeria,Containers,2022,"Europe, Middle East, & Africa"
82eeb020eb2cb04c115c,Nigeria,Containers,2022,"Europe, Middle East, & Africa"
f05c5fdec62a8a007602,Nigeria,Containers,2021,"Europe, Middle East, & Africa"
90754ad68c53ce9a98be,Russia,Data,2021,"Europe, Middle East, & Africa"
f098b707695eb1ced452,Nigeria,Networking & Content Delivery,2020,"Europe, Middle East, & Africa"
f75cf47185e54eb2bf59,Colombia,Serverless,2022,Latin America
175c2c367ee68b66115b,Sweden,Serverless,2022,"Europe, Middle East, & Africa"
f951c247c7449cd204e0,Turkey,Serverless,2022,"Europe, Middle East, & Africa"
30edaced07377090235a,Nigeria,Dev Tools,2024,"Europe, Middle East, & Africa"
ce0ad5af9ef110eba2ce,Tanzania,Networking & Content Delivery,2022,"Europe, Middle East, & Africa"
0562d1a33671dd2b607c,United States,Security,2023,North America
b635c42ff9c7812bb345,United States,Serverless,2023,North America
b0cfbd0d62a3cc18ad82,Turkey,Containers,2023,"Europe, Middle East, & Africa"
0b322a1d759f4661336d,Egypt,Storage,2022,"Europe, Middle East, & Africa"
e16050312d0fa659d0b9,Ecuador,Containers,2021,Latin America
85fb42ec1740162c438d,Switzerland,Serverless,2023,"Europe, Middle East, & Africa"
9179d5492e3cee63d3c6,Nigeria,Machine Learning,2022,"Europe, Middle East, & Africa"
a16a2504c89bf979ccc0,Brazil,Cloud Operations,2023,Latin America
81074f07f0ccf108dea3,Ghana,Data,2024,"Europe, Middle East, & Africa"
fe197f77699dead13061,Kenya,Containers,2021,"Europe, Middle East, & Africa"
7072d9a3e54debb968c2,Nigeria,Dev Tools,2022,"Europe, Middle East, & Africa"
0e8230be72a6f9b81a44,Cameroon,Data,2023,"Europe, Middle East, & Africa"
87f06deef6a39b1deafb,Latvia,Serverless,2022,"Europe, Middle East, & Africa"
4a8b41ed4f92dc74ece3,Turkey,Containers,2022,"Europe, Middle East, & Africa"
eee436bc8e6fcc42b21e,Turkey,Machine Learning,2022,"Europe, Middle East, & Africa"
bc2630d122b04767374b,Turkey,Machine Learning,2021,"Europe, Middle East, & Africa"
287325bd54158ca13424,Netherlands,Serverless,2023,"Europe, Middle East, & Africa"
628b8a50e28513b4c016,Italy,Serverless,2024,"Europe, Middle East, & Africa"
7bd2de01ddae4fdc9bc5,Turkey,Networking & Content Delivery,2022,"Europe, Middle East, & Africa"
a622ab6460689de32930,Turkey,Containers,2023,"Europe, Middle East, & Africa"
b9d10594ccc096db0d08,France,Dev Tools,2023,"Europe, Middle East, & Africa"
ef40e2727f5a24952abc,United States,Network Content & Delivery,2023,North America
64596b6d4b9c0cb8932d,United States,Security,2024,North America
376b3db152a577835859,United States,Security,2022,North America
28a9909e660268a45b30,Taiwan,Data,2023,Asia Pacific
45fe6b6ce018bd3a3712,Italy,Security,2021,"Europe, Middle East, & Africa"
bd79fa1e7f53c8f55af5,Netherlands,Serverless,2022,"Europe, Middle East, & Africa"
583fbca3bd715d396ab1,Ecuador,Containers,2024,Latin America
0ba9846c20304ee9a1fe,Switzerland,Graviton Arm,2022,"Europe, Middle East, & Africa"
cea3c49d1b2e1a05f375,United States,Cloud Operations,2023,North America
bade349b32b09bf604bc,United Kingdom,Storage,2023,"Europe, Middle East, & Africa"
37ac714362f2abf3cf21,United States,Storage,2021,North America
693a61415a9f5d061dfd,Romania,Containers,2022,"Europe, Middle East, & Africa"
9aac8aa5c1919a5ee27a,Mexico,Data,2023,North America
5195d1084be06d45fe16,United Kingdom,Security,2023,"Europe, Middle East, & Africa"
48036bf9ecdf4dc4694e,United States,Security,2023,North America
f31347d0431ca8aa272a,Kenya,Data,2023,"Europe, Middle East, & Africa"
30c4c1b5cba3ba10c756,Mexico,Machine Learning,2022,North America
80fb58a997e3d2eb4cc4,Uruguay,Cloud Operations,2021,Latin America
b119364f7cda9c16cc89,Israel,Security,2020,"Europe, Middle East, & Africa"
c4004d06136397d949d8,Mexico,Cloud Operations,2020,North America
038b1dedd51538f65ca8,Italy,Serverless,2023,"Europe, Middle East, & Africa"
188adae2317c7e952eed,France,Containers,2023,"Europe, Middle East, & Africa"
eae50c74b7695a9d9e2d,Germany,Serverless,2022,"Europe, Middle East, & Africa"
0de8113924befdd64b33,Egypt,Front-End Web & Mobile,2022,"Europe, Middle East, & Africa"
910a1846e4d0707112d6,Egypt,Containers,2023,"Europe, Middle East, & Africa"
8d702c1afa8da78480b2,Australia,Data,2020,Asia Pacific
86df9e2cb90aa3e79a84,United Kingdom,Machine Learning,2022,"Europe, Middle East, & Africa"
3515386135a54d46ffdf,Nigeria,Networking & Content Delivery,2021,"Europe, Middle East, & Africa"
c847939bad3fd6fe4793,Poland,Containers,2021,"Europe, Middle East, & Africa"
54b14b91ec6d5153021e,Kenya,Storage,2023,"Europe, Middle East, & Africa"
678f8a9ba7e5dca97dd6,Canada,Serverless,2022,North America
ef683ad0ff7a283bd7ba,Palestine,Dev Tools,2023,"Europe, Middle East, & Africa"
079273f9eab896821f00,United Arab Emirates,Network Content & Delivery,2023,Asia Pacific
eb2b6ef0d9613a0abeb9,Pakistan,Serverless,2023,Asia Pacific
0e939c11270f5969a70d,Netherlands,Serverless,2022,"Europe, Middle East, & Africa"
902c5cb0c2978222c3b3,Bangladesh,Serverless,2022,Asia Pacific
a85ff20132d40c633151,Turkey,Front-End Web & Mobile,2021,"Europe, Middle East, & Africa"
28f1b98acea272ba5dde,India,Storage,2023,Asia Pacific
5c28e71a8fdf2ea22734,Sri Lanka,Cloud Operations,2022,Asia Pacific
25383dfe521ad356448f,Brazil,Dev Tools,2021,Latin America
89ddef88b87528e62425,United States,Security,2022,North America
7c22f954079159e4e484,Brazil,Dev Tools,2022,Latin America
3d43eba8ce6f278b06b8,Germany,Serverless,2024,"Europe, Middle East, & Africa"
f4055a9ce304e440ef77,United States,Networking & Content Delivery,2021,North America
1ec0594d63fc8287fc23,Uruguay,Data,2022,Latin America
de334d24e1ff59621579,Philippines,Security,2020,Asia Pacific
05c7b9880acb65c14699,Kenya,Data,2024,"Europe, Middle East, & Africa"
8a8afe2b017975858235,United States,Security,2022,North America
2378df406bb1b1c6c728,Venezuela,Data,2021,Latin America
c5f44dce44f5a9e0ff05,Ecuador,Serverless,2021,Latin America
bfd3285466614aceb137,Brazil,Front-End Web & Mobile,2021,Latin America
554207b0e3a53c69739b,Czech Republic,Serverless,2021,"Europe, Middle East, & Africa"
004b41f473fd25d25dea,Brazil,Serverless,2021,Latin America
8509df650707aecd6ebe,France,Containers,2021,"Europe, Middle East, & Africa"
7d7d2f573531d52768be,Germany,Serverless,2024,"Europe, Middle East, & Africa"
21dbd973d0cee0d83026,Brazil,Network Content & Delivery,2020,Latin America
7329b3c786e4efe34ad0,Mexico,Containers,2022,North America
35b19e21f25a9db53f8c,Mexico,Cloud Operations,2022,North America
d4b820f94beb2dd5e6b4,Brazil,Front-End Web & Mobile,2022,Latin America
0e0b034fb54109435029,Portugal,Containers,2024,"Europe, Middle East, & Africa"
df8eb210a0dbe7a1b5ec,Cameroon,Machine Learning,2022,"Europe, Middle East, & Africa"
43f4a023d9cada38a2be,Nigeria,Cloud Operations,2022,"Europe, Middle East, & Africa"
219f5a04c9d7615fceb4,Kenya,Security,2022,"Europe, Middle East, & Africa"
663f092ec0d086cd396d,Taiwan,Dev Tools,2024,Asia Pacific
a61af9405469b86b1371,Nigeria,Dev Tools,2023,"Europe, Middle East, & Africa"
1656a80560826499aa45,France,Serverless,2020,"Europe, Middle East, & Africa"
2f5492f12586bfdd8946,Brazil,Machine Learning,2022,Latin America
567799a2252d5db0d968,Brazil,Data,2022,Latin America
fba7b3fd702a8ca3e6b2,Portugal,Network Content & Delivery,2022,"Europe, Middle East, & Africa"
54deab4aa042d825ac9c,Hong Kong,Security,2022,"Europe, Middle East, & Africa"
9c4230ca84a0a316628b,Brazil,Security,2023,Latin America
0ac4873012e1dcd59c5d,United Kingdom,Cloud Operations,2022,"Europe, Middle East, & Africa"
f6ab987f89d82aeb4a5f,Canada,Networking & Content Delivery,2021,North America
db430846a0d24e594b6d,India,Data,2021,Asia Pacific
993c8ed2776520145353,India,Containers,2022,Asia Pacific
ccc51ecdb4b678bd197f,United Kingdom,Cloud Operations,2020,"Europe, Middle East, & Africa"
259bd7577f2975c320d2,United States,Front-End Web & Mobile,2020,North America
3c8b92387a7d83042da6,India,Storage,2021,Asia Pacific
2aeedc1a075b26afb83f,India,Security,2024,Asia Pacific
21f86cacb0a42d506554,Italy,Dev Tools,2024,"Europe, Middle East, & Africa"
efd131171076ccdedcc3,India,Storage,2021,Asia Pacific
734e2ddddc78cc6d1a59,India,Machine Learning,2023,Asia Pacific
7b7aacd759447a9871bb,United States,Data,2023,North America
0e8b5fffa8d6f9e198ac,India,Containers,2023,Asia Pacific
ad7f265188221a30f2fd,India,Cloud Operations,2023,Asia Pacific
c6e24ea34ab4adf5a879,India,Data,2023,Asia Pacific
49450abe2ffef9e20384,Israel,Cloud Operations,2024,"Europe, Middle East, & Africa"
a0409ae502658a31d50e,India,Containers,2023,Asia Pacific
b285e3409586c2306d2f,Nigeria,Security,2022,"Europe, Middle East, & Africa"
7ef9432ad7dda07eede9,United States,Containers,2022,North America
5fbb38bdb01dcd6fb138,New Zealand,Serverless,2023,Asia Pacific
2ec5af7b7d5520bf3883,Mexico,Security,2023,North America
59340da97c2e298e102b,Japan,Cloud Operations,2023,Asia Pacific
03785a2151b446bc85cd,New Zealand,Cloud Operations,2024,Asia Pacific
7e5e09789cb45643cfde,Canada,Containers,2020,North America
f3d2242a38663dcb1885,Canada,Serverless,2022,North America
4120297d776b782110d2,United States,Security,2022,North America
e6cb2515ae1cf1088f3f,United States,Serverless,2020,North America
48647db38fdebe3cfe8c,Czech Republic,Cloud Operations,2024,"Europe, Middle East, & Africa"
9d57b01cf314a3d3007e,Malta,Containers,2022,"Europe, Middle East, & Africa"
9d2a47dc8a8812ebcb91,Australia,Security,2023,Asia Pacific
eb65ff62514312321cbd,Ireland,Dev Tools,2021,"Europe, Middle East, & Africa"
9aaf2f03ecd3271e0880,Costa Rica,Serverless,2021,North America
7f7ea6c33a7c6ecfc5bb,Peru,Security,2020,Latin America
98bb48e39b9bf148ca32,Costa Rica,Containers,2022,North America
78bc6a5993a57e019537,Mexico,Machine Learning,2024,North America
5c4fee4bcbaccfa6377e,Colombia,Security,2021,Latin America
49a7de43ef40e1aafcb5,Germany,Dev Tools,2020,"Europe, Middle East, & Africa"
006c4bad95326724eadc,Philippines,Front-End Web & Mobile,2021,Asia Pacific
9cfe432d9e136b311d41,Italy,Data,2023,"Europe, Middle East, & Africa"
92201c21e6ae90d2ed1a,Italy,Machine Learning,2020,"Europe, Middle East, & Africa"
5c2d95443872481e3198,Singapore,Containers,2023,Asia Pacific
0fcd9d44348b2e5b3c2a,Nigeria,Machine Learning,2022,"Europe, Middle East, & Africa"
94fc59bdc185b052bc28,Georgia,Front-End Web & Mobile,2021,"Europe, Middle East, & Africa"
08a1a89e3a56bb891c13,Canada,Storage,2022,North America
19c4749e14a175ea69c2,Nigeria,Containers,2024,"Europe, Middle East, & Africa"
1ad22c45f932877c7c26,Singapore,Dev Tools,2022,Asia Pacific
d3fa8cd541e12dea614f,Germany,Machine Learning,2021,"Europe, Middle East, & Africa"
8eb6951545715f86d33d,Nigeria,Front-End Web & Mobile,2022,"Europe, Middle East, & Africa"
cd0b0a1f43bca4ff7616,India,Cloud Operations,2024,Asia Pacific
299157477919c3036381,India,Dev Tools,2022,Asia Pacific
69932ebebb51fb65f33f,United States,Data,2020,North America
0cea064d5016c1b041c6,Australia,Cloud Operations,2022,Asia Pacific
cdd3a28c7353f47942f5,Taiwan,Machine Learning,2024,Asia Pacific
bd989d89ad5c6a9212c9,Brazil,Cloud Operations,2021,Latin America
e9dfeb42a832d140a0a7,Italy,Serverless,2024,"Europe, Middle East, & Africa"
63db7c77080e94d2cdf3,Brazil,Security,2023,Latin America
ef38b5078cf0573dd4e3,France,Serverless,2020,"Europe, Middle East, & Africa"
6834020fed205f92a4ed,Argentina,Serverless,2022,Latin America
c1df9591c4fddc093158,India,Front-End Web & Mobile,2022,Asia Pacific
6f37ad09772a27751f5c,Brazil,Network Content & Delivery,2021,Latin America
c705aafdbeac33935b43,Brazil,Serverless,2024,Latin America
2f8cab645f95b666a48f,Colombia,Front-End Web & Mobile,2023,Latin America
bd020774e68d6e226cbc,Germany,Serverless,2020,"Europe, Middle East, & Africa"
3025131bb8d850f2e056,Turkey,Machine Learning,2023,"Europe, Middle East, & Africa"
d712066e8289623ee720,Malaysia,Machine Learning,2023,Asia Pacific
a876e1b3f58fe33c583d,Singapore,Serverless,2022,Asia Pacific
9a1313ca867230e22256,Japan,Data,2024,Asia Pacific
868ccbbddc012e46612f,Nigeria,Security,2023,"Europe, Middle East, & Africa"
343312ae21ca57527d98,United Arab Emirates,Security,2022,Asia Pacific
7345f6a0a6311c7dc0fa,Jordan,Containers,2022,"Europe, Middle East, & Africa"
e3ee3b43e943a79a3876,Pakistan,Data,2020,Asia Pacific
3ff58c3f3f367b811e2b,United Arab Emirates,Cloud Operations,2023,Asia Pacific
0fee1eed10a5b6494198,Nigeria,Machine Learning,2023,"Europe, Middle East, & Africa"
e37e1f9cff32956c09eb,India,Cloud Operations,2023,Asia Pacific
2a1ead42aac3fc81096e,Australia,Front-End Web & Mobile,2021,Asia Pacific
f39cdb3f80d217f8c6c1,India,Dev Tools,2023,Asia Pacific
